createdAt,record,actor.id,model,action,changes,actor.role,error,performance.score,performance.internetSpeedText,performance.avgLagMs,browser,os,is_mobile,browser_version,os_version,country,region,timezone
2025-07-28T07:31:59.885Z,rec_00087,user_00034,user,update,"['ipaddress', 'useragent', 'loggedAt']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:31:59.964Z,rec_00172,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-07-28T07:34:50.573Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:34:58.653Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:35:05.233Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:35:22.893Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:35:27.712Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:35:37.211Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:35:39.661Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:35:43.020Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:35:49.934Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:36:08.053Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:36:15.175Z,rec_00087,user_00034,user,update,['loggedAt'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:38:58.636Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:39:13.357Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:39:21.996Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:39:30.308Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:39:36.637Z,rec_00172,user_00034,room,update,['error'],student,Error: Incorrect facial position,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:39:54.929Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:40:02.955Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:40:13.798Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:40:16.714Z,rec_00172,user_00034,room,update,['student'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:40:35.911Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:40:42.011Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:40:49.771Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:40:53.718Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:41:01.645Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:41:04.469Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:41:07.268Z,rec_00172,user_00034,room,update,['error'],student,Error: Incorrect facial position,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:41:26.799Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:41:31.388Z,rec_00172,user_00034,room,update,['student'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:02.828Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:03.577Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:06.757Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:07.565Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:13.829Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:25.995Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:32.074Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:36.035Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:43.276Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:49.709Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:50.797Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:52.417Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:53.359Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:55.118Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:55.580Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:55.949Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:56.817Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:57.177Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:59.058Z,rec_00172,user_00034,room,update,['error'],student,AxiosError: Face detection error,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:42:59.670Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:43:01.289Z,rec_00172,user_00034,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:43:02.838Z,rec_00172,user_00034,room,update,['error'],student,AxiosError: Face detection error,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:43:23.095Z,rec_00172,user_00034,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:43:30.966Z,rec_00172,user_00034,room,update,['student'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:43:57.766Z,rec_00087,,user,update,"['unique', 'verified']",,,,,,,,,,,,,
2025-07-28T07:43:57.815Z,rec_00172,user_00034,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:45:04.204Z,rec_00087,user_00034,user,update,['loggedAt'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:46:23.043Z,rec_00087,user_00034,user,update,['loggedAt'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:49:31.819Z,rec_00172,user_00034,room,update,"['stoppedAt', 'status']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:49:44.245Z,rec_00172,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-07-28T07:50:38.079Z,rec_00087,user_00034,user,update,['loggedAt'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:50:38.259Z,rec_00173,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-07-28T07:53:04.399Z,rec_00173,user_00034,room,update,['student'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:53:21.887Z,rec_00173,user_00034,room,update,['student'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:53:25.090Z,rec_00173,user_00034,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:56:22.962Z,rec_00173,user_00034,room,update,"['stoppedAt', 'status']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-28T07:56:44.442Z,rec_00173,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-07-30T03:38:49.504Z,rec_00073,user_00029,user,update,['loggedAt'],administrator,,,,,Chrome,Windows,False,138.0.0,10,RU,,Europe/Moscow
2025-07-30T07:46:46.332Z,rec_00158,user_00048,user,update,"['ipaddress', 'useragent', 'loggedAt']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T07:46:46.555Z,rec_00174,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-07-30T07:49:46.786Z,rec_00174,user_00048,room,update,['student'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T07:50:05.616Z,rec_00174,user_00048,room,update,['student'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T07:50:12.508Z,rec_00158,,user,update,"['unique', 'verified']",,,,,,,,,,,,,
2025-07-30T07:50:12.712Z,rec_00174,user_00048,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T07:54:59.303Z,rec_00174,user_00048,room,update,"['stoppedAt', 'status']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T07:55:49.161Z,rec_00174,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-07-30T07:56:15.035Z,rec_00158,user_00048,user,update,['loggedAt'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T07:56:15.242Z,rec_00175,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-07-30T08:01:39.199Z,rec_00175,user_00048,room,update,['student'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:01:53.202Z,rec_00175,user_00048,room,update,['student'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:02:00.507Z,rec_00175,user_00048,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:05:09.268Z,rec_00175,user_00048,room,update,"['stoppedAt', 'status']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:05:50.897Z,rec_00175,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-07-30T08:07:07.202Z,rec_00176,user_00053,user,create,"['provider', 'nickname', 'lang', 'loggedAt', 'ipaddress', 'useragent']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:07:07.297Z,rec_00177,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-07-30T08:10:49.589Z,rec_00177,user_00053,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:10:51.428Z,rec_00177,user_00053,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:10:57.505Z,rec_00177,user_00053,room,update,['error'],student,Error: Face not found,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:11:02.366Z,rec_00177,user_00053,room,update,['error'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:11:09.432Z,rec_00177,user_00053,room,update,['student'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:11:30.556Z,rec_00177,user_00053,room,update,['student'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:11:42.400Z,rec_00176,,user,update,"['unique', 'verified']",,,,,,,,,,,,,
2025-07-30T08:11:42.760Z,rec_00177,user_00053,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:15:04.674Z,rec_00176,user_00053,user,update,['loggedAt'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:19:02.966Z,rec_00176,user_00053,user,update,['loggedAt'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:20:20.962Z,rec_00176,user_00053,user,update,['loggedAt'],student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:21:52.070Z,rec_00177,user_00053,room,update,"['stoppedAt', 'status']",student,,,,,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory,Asia/Chita
2025-07-30T08:22:48.998Z,rec_00177,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-08-07T09:19:19.525Z,rec_00072,user_00027,user,update,"['ipaddress', 'useragent', 'loggedAt']",administrator,,,,,Yandex Browser,Windows,False,25.6.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-08-07T09:19:19.834Z,rec_00072,user_00027,user,update,['loggedAt'],administrator,,,,,Yandex Browser,Windows,False,25.6.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-08-09T08:14:56.132Z,rec_00072,user_00027,user,update,['loggedAt'],administrator,,,,,Yandex Browser,Windows,False,25.6.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-08-13T05:01:00.690Z,rec_00073,user_00029,user,update,"['useragent', 'loggedAt']",administrator,,,,,Chrome,Windows,False,137.0.0,10,RU,,Europe/Moscow
2025-08-21T04:16:46.920Z,rec_00003,user_00002,user,update,"['ipaddress', 'useragent', 'loggedAt']",administrator,,,,,Chrome,Windows,False,139.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-09-09T02:27:54.290Z,rec_00003,user_00002,user,update,"['ipaddress', 'useragent', 'loggedAt']",administrator,,,,,Chrome,Windows,False,140.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-09-09T02:27:54.599Z,rec_00003,user_00002,user,update,['loggedAt'],administrator,,,,,Chrome,Windows,False,140.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-09-11T00:40:19.228Z,rec_00003,user_00002,user,update,['loggedAt'],administrator,,,,,Chrome,Windows,False,140.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-09-12T08:34:20.982Z,rec_00003,user_00002,user,update,['loggedAt'],administrator,,,,,Chrome,Windows,False,140.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-09-15T06:17:14.176Z,rec_00003,user_00002,user,update,['loggedAt'],administrator,,,,,Chrome,Windows,False,140.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-09-16T06:53:01.951Z,rec_00003,user_00002,user,update,['loggedAt'],administrator,,,,,Chrome,Windows,False,140.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-09-16T14:01:07.785Z,rec_00003,user_00002,user,update,"['ipaddress', 'loggedAt']",administrator,,,,,Chrome,Windows,False,140.0.0,10,RU,Moscow,Europe/Moscow
2025-09-19T06:22:16.975Z,rec_00003,user_00002,user,update,"['ipaddress', 'loggedAt']",administrator,,,,,Chrome,Windows,False,140.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-09-30T08:30:47.092Z,rec_00003,user_00002,user,update,"['ipaddress', 'loggedAt']",administrator,,,,,Chrome,Windows,False,140.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-10-13T06:14:08.692Z,rec_00073,user_00029,user,update,['loggedAt'],administrator,,,,,Chrome,Windows,False,137.0.0,10,RU,,Europe/Moscow
2025-10-13T06:26:42.330Z,rec_00003,user_00002,user,update,"['ipaddress', 'useragent', 'loggedAt']",administrator,,,,,Chrome,Windows,False,141.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-10-14T02:15:40.538Z,rec_00003,user_00002,user,update,['loggedAt'],administrator,,,,,Chrome,Windows,False,141.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-10-24T20:17:41.588Z,rec_00178,,room,delete,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'startedAt', 'stoppedAt', 'signedAt', 'conclusion', 'comment', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-11-06T07:10:27.862Z,rec_00003,user_00002,user,update,"['ipaddress', 'loggedAt']",administrator,,,,,Chrome,Windows,False,141.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-11-06T07:24:22.441Z,rec_00073,user_00029,user,update,"['useragent', 'loggedAt']",administrator,,,,,Chrome,Windows,False,141.0.0,10,RU,,Europe/Moscow
2025-11-07T02:39:05.930Z,rec_00073,user_00029,user,update,"['useragent', 'loggedAt']",administrator,,,,,Chrome,Windows,False,142.0.0,10,RU,,Europe/Moscow
2025-11-20T04:32:28.707Z,rec_00073,user_00029,user,update,['loggedAt'],administrator,,,,,Chrome,Windows,False,142.0.0,10,RU,,Europe/Moscow
2025-12-05T07:00:31.319Z,rec_00003,user_00002,user,update,"['ipaddress', 'useragent', 'loggedAt']",administrator,,,,,Chrome,Windows,False,142.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-12-08T00:34:11.901Z,rec_00003,user_00002,user,update,['loggedAt'],administrator,,,,,Chrome,Windows,False,142.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-12-16T01:14:30.439Z,rec_00179,user_00054,user,create,"['provider', 'nickname', 'lang', 'loggedAt', 'ipaddress', 'useragent']",student,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T01:14:30.569Z,rec_00180,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-12-16T01:16:53.591Z,rec_00180,user_00054,room,update,['error'],student,NoAudio: Permission denied by system,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T01:18:48.113Z,rec_00180,user_00054,room,update,['error'],student,NoScreen: Screen source is not set,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T01:19:09.001Z,rec_00180,user_00054,room,update,['error'],student,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T01:19:33.787Z,rec_00180,user_00054,room,update,['student'],student,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T01:20:27.717Z,rec_00180,user_00054,room,update,['student'],student,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T01:20:34.982Z,rec_00179,,user,update,"['unique', 'verified']",,,,,,,,,,,,,
2025-12-16T01:20:35.068Z,rec_00180,user_00054,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T01:22:27.965Z,rec_00180,user_00054,room,update,"['stoppedAt', 'status']",student,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T01:23:11.792Z,rec_00180,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-12-16T01:23:11.895Z,rec_00181,,config,update,['iat'],,,,,,,,,,,,,
2025-12-16T04:49:05.206Z,rec_00001,user_00001,user,update,"['nickname', 'useragent', 'loggedAt']",student,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T04:49:05.278Z,rec_00182,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-12-16T04:49:45.278Z,rec_00003,user_00002,user,update,"['ipaddress', 'useragent', 'loggedAt']",administrator,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T04:53:09.679Z,rec_00039,user_00002,room,update,"['metrics', 'weights', 'openTill']",administrator,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T04:53:36.516Z,rec_00182,user_00001,room,update,['error'],student,Multiscreen: Use more than one screen,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T04:54:22.623Z,rec_00182,user_00001,room,update,['error'],student,NoConnection: WebSocket connection error,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T04:54:33.502Z,rec_00179,user_00054,user,update,['loggedAt'],student,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T04:54:33.556Z,rec_00183,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'openTill', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-12-16T04:56:15.175Z,rec_00039,user_00002,room,update,"['metrics', 'weights']",administrator,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T04:56:23.124Z,rec_00182,user_00001,room,update,['error'],student,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T04:56:36.981Z,rec_00182,user_00001,room,update,['error'],student,Error: Incorrect facial position,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T04:56:40.108Z,rec_00182,user_00001,room,update,['error'],student,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
2025-12-16T04:56:44.013Z,rec_00182,user_00001,room,update,['student'],student,,,,,Chrome,Windows,False,143.0.0,10,RU,,Europe/Moscow
