createdAt,attempt_end_time,actor.id,equipment_check_time_min,attempt_success,attempt_id,attempt_size,amount_of_errors,Error: Face not found,Error: Incorrect facial position,Error: Incorrect passport position,other,browser,os,is_mobile,browser_version,os_version,country,region
2025-07-03 05:42:38.738000+00:00,2025-07-03 05:45:30.170000+00:00,user_00045,2.8571999999999997,1,7,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,24.77.1,11,RU,Transbaikal Territory
2025-07-04 01:00:14.968000+00:00,2025-07-04 01:03:46.182000+00:00,user_00045,3.520233333333333,1,8,7,2,1.0,0.0,0.0,0.0,Yandex Browser,Android,True,24.77.1,11,RU,Transbaikal Territory
2025-07-04 01:09:58.452000+00:00,2025-07-04 01:20:15.665000+00:00,user_00045,10.286883333333332,1,9,5,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,24.77.1,11,RU,Transbaikal Territory
2025-07-01 12:19:44.369000+00:00,2025-07-01 12:31:19.320000+00:00,user_00046,11.582516666666667,0,1,5,1,0.0,0.0,0.0,1.0,Chrome Mobile,Android,True,137.0.0,10,RU,Transbaikal Territory
2025-07-02 00:17:38.292000+00:00,2025-07-02 00:22:42.114000+00:00,user_00046,5.0637,1,2,26,22,11.0,0.0,0.0,0.0,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory
2025-07-01 23:19:37.531000+00:00,2025-07-01 23:23:57.765000+00:00,user_00047,4.337233333333333,1,1,8,4,1.0,0.0,0.0,1.0,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory
2025-07-02 12:29:51.525000+00:00,2025-07-02 12:35:38.734000+00:00,user_00047,5.786816666666667,1,2,6,2,0.0,1.0,0.0,0.0,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory
2025-07-02 15:59:46.970000+00:00,2025-07-02 16:03:32.752000+00:00,user_00048,3.7630333333333335,0,1,7,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.26.1,13,RU,Kemerovo Oblast
2025-07-30 07:46:46.332000+00:00,2025-07-30 07:50:12.712000+00:00,user_00048,3.4396666666666667,1,2,4,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory
2025-07-30 07:56:15.035000+00:00,2025-07-30 08:02:00.507000+00:00,user_00048,5.757866666666667,1,3,4,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory
2025-07-02 12:11:26.323000+00:00,2025-07-02 12:14:57.093000+00:00,user_00049,3.5128333333333335,1,1,10,6,2.0,0.0,0.0,1.0,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory
2025-07-03 04:42:36.404000+00:00,2025-07-03 04:52:18.448000+00:00,user_00050,9.700733333333334,0,1,4,1,0.0,0.0,0.0,1.0,Mobile Safari,iOS,True,17.6,17.6.1,RU,
2025-07-03 06:07:33.310000+00:00,2025-07-03 06:14:32.146000+00:00,user_00050,6.9806,1,2,9,5,0.0,0.0,2.0,0.0,Mobile Safari,iOS,True,17.6,17.6.1,RU,
2025-07-03 06:22:50.676000+00:00,2025-07-03 06:22:50.676000+00:00,user_00050,0.0,1,3,1,0,0.0,0.0,0.0,0.0,Mobile Safari,iOS,True,17.6,17.6.1,RU,
2025-07-30 08:07:07.202000+00:00,2025-07-30 08:11:42.760000+00:00,user_00053,4.592633333333334,1,1,8,4,2.0,0.0,0.0,0.0,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory
2025-07-30 08:15:04.674000+00:00,2025-07-30 08:21:52.070000+00:00,user_00053,6.789933333333334,1,2,4,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory
2025-12-16 01:14:30.439000+00:00,2025-12-16 01:20:35.068000+00:00,user_00054,6.0771500000000005,1,1,7,3,0.0,0.0,0.0,2.0,Chrome,Windows,False,143.0.0,10,RU,
2025-12-16 04:54:33.502000+00:00,2025-12-16 04:57:30.515000+00:00,user_00054,2.950216666666667,1,2,4,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,143.0.0,10,RU,
2026-02-20 05:58:46.397000+00:00,2026-02-20 06:02:57.900000+00:00,user_00055,4.191716666666666,1,1,11,6,0.0,0.0,3.0,0.0,Mobile Safari,iOS,True,26.2,18.7,RU,Samara Oblast
2026-02-20 06:07:40.793000+00:00,2026-02-20 06:07:40.793000+00:00,user_00055,0.0,1,2,1,0,0.0,0.0,0.0,0.0,Mobile Safari,iOS,True,26.2,18.7,RU,Samara Oblast
2026-02-20 07:12:45.059000+00:00,2026-02-20 07:15:44.211000+00:00,user_00055,2.9858666666666664,1,3,4,0,0.0,0.0,0.0,0.0,Mobile Safari,iOS,True,26.2,18.7,RU,Samara Oblast
2026-02-20 06:39:29.794000+00:00,2026-02-20 06:45:53.226000+00:00,user_00056,6.390533333333334,0,1,6,3,0.0,0.0,0.0,2.0,Yandex Browser,Windows,False,25.12.0,10,RU,Moscow Oblast
2026-02-20 07:19:59.014000+00:00,2026-02-20 07:30:01.028000+00:00,user_00056,10.033566666666667,1,2,8,3,0.0,0.0,0.0,1.0,Yandex Browser,Windows,False,25.12.0,10,RU,Moscow Oblast
2026-02-20 07:32:44.088000+00:00,2026-02-20 07:38:42.486000+00:00,user_00056,5.9733,1,3,7,3,0.0,0.0,0.0,2.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-02-20 07:43:11.470000+00:00,2026-02-20 07:45:56.609000+00:00,user_00056,2.7523166666666667,1,4,4,0,0.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-02-22 09:28:40.069000+00:00,2026-02-22 09:35:31.133000+00:00,user_00057,6.851066666666667,1,1,10,6,3.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-02-22 23:22:49.962000+00:00,2026-02-22 23:33:54.939000+00:00,user_00057,11.08295,1,2,34,28,13.0,0.0,0.0,1.0,Chrome Mobile,Android,True,144.0.0,10,RU,Moscow Oblast
2026-02-22 11:14:57.659000+00:00,2026-02-22 11:20:19.452000+00:00,user_00058,5.363216666666667,1,1,4,0,0.0,0.0,0.0,0.0,Mobile Safari,iOS,True,26.2,18.7,RU,Primorye
2026-02-22 23:07:42.099000+00:00,2026-02-22 23:12:56.809000+00:00,user_00059,5.245166666666666,1,1,8,4,0.0,0.0,2.0,0.0,Mobile Safari,iOS,True,26.2,18.7,AT,Vienna
2026-02-22 23:20:32.315000+00:00,2026-02-22 23:23:41.954000+00:00,user_00059,3.16065,1,2,6,2,0.0,1.0,0.0,0.0,Mobile Safari,iOS,True,26.2,18.7,RU,Primorye
2026-02-22 23:29:42.435000+00:00,2026-02-22 23:33:16.728000+00:00,user_00059,3.5715500000000002,1,3,4,0,0.0,0.0,0.0,0.0,Mobile Safari,iOS,True,26.2,18.7,RU,Primorye
2026-02-23 07:24:01.651000+00:00,2026-02-23 07:36:38.041000+00:00,user_00060,12.6065,0,1,35,32,13.0,1.0,2.0,0.0,Yandex Browser,Android,True,25.12.7,16,RU,Primorye
2026-02-23 07:48:32.360000+00:00,2026-02-23 07:56:22.595000+00:00,user_00060,7.83725,1,2,15,10,4.0,0.0,1.0,0.0,Yandex Browser,Android,True,25.12.7,16,RU,Primorye
2026-02-24 05:33:55.391000+00:00,2026-02-24 05:37:45.109000+00:00,user_00062,3.8286333333333333,1,1,8,2,1.0,0.0,0.0,0.0,Mobile Safari,iOS,True,26.2,18.7,RU,Primorye
2026-02-24 05:51:49.273000+00:00,2026-02-24 05:54:57.385000+00:00,user_00062,3.1351999999999998,1,2,4,0,0.0,0.0,0.0,0.0,Mobile Safari,iOS,True,26.2,18.7,RU,Primorye
2026-02-25 05:37:58.669000+00:00,2026-02-25 05:51:20.860000+00:00,user_00065,13.369850000000001,1,1,39,33,14.0,0.0,5.0,0.0,Mobile Safari,iOS,True,26.2,18.7,RU,Primorye
2026-02-25 06:01:42.171000+00:00,2026-02-25 06:07:47.367000+00:00,user_00065,6.086600000000001,1,2,6,0,0.0,0.0,0.0,0.0,Mobile Safari,iOS,True,26.2,18.7,RU,Primorye
2026-02-26 11:23:34.998000+00:00,2026-02-26 11:26:48.185000+00:00,user_00066,3.2197833333333334,1,1,4,0,0.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,PL,Mazovia
2026-02-26 12:52:45.318000+00:00,2026-02-26 12:57:30.116000+00:00,user_00067,4.7466333333333335,1,1,11,6,2.0,0.0,1.0,0.0,Chrome Mobile,Android,True,144.0.7559,14,RU,Primorye
2026-02-27 07:26:19.157000+00:00,2026-02-27 07:30:38.688000+00:00,user_00068,4.325516666666667,1,1,8,2,0.0,0.0,1.0,0.0,Chrome Mobile,Android,True,138.0.0,10,US,
2026-02-27 08:06:24.370000+00:00,2026-02-27 08:12:36.236000+00:00,user_00068,6.197766666666666,1,2,9,2,1.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.0,10,AT,
2026-03-01 07:51:15.119000+00:00,2026-03-01 07:54:09.543000+00:00,user_00068,2.9070666666666667,1,3,4,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.0,10,RU,Primorye
2026-02-27 08:57:56.698000+00:00,2026-02-27 09:02:45.743000+00:00,user_00069,4.817416666666667,1,1,4,0,0.0,0.0,0.0,0.0,Mobile Safari,iOS,True,26.3,18.7,RU,Primorye
2026-02-27 09:04:44.144000+00:00,2026-02-27 09:04:44.144000+00:00,user_00069,0.0,1,2,1,0,0.0,0.0,0.0,0.0,Mobile Safari,iOS,True,26.3,18.7,RU,Primorye
2026-02-28 05:48:35.584000+00:00,2026-02-28 05:54:41.586000+00:00,user_00070,6.100033333333333,1,1,20,16,0.0,1.0,6.0,1.0,Chrome,Windows,False,145.0.0,10,RU,Sakha
2026-02-28 05:58:21.870000+00:00,2026-02-28 05:58:21.870000+00:00,user_00070,0.0,1,2,1,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,145.0.0,10,RU,Sakha
2026-02-28 10:01:00.831000+00:00,2026-02-28 10:01:33.759000+00:00,user_00071,0.5488,1,1,5,2,1.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.7632,15,RU,Primorye
2026-02-28 12:00:17.785000+00:00,2026-02-28 12:03:06.988000+00:00,user_00071,2.82005,1,2,4,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.7632,15,RU,Primorye
2026-02-28 12:12:12.456000+00:00,2026-02-28 12:14:56.851000+00:00,user_00071,2.739916666666667,1,3,4,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.7632,15,RU,Primorye
2026-02-28 14:25:37.740000+00:00,2026-02-28 14:30:41.673000+00:00,user_00072,5.06555,1,1,7,2,0.0,0.0,1.0,0.0,Chrome Mobile,Android,True,145.0.0,10,RU,Primorye
2026-03-01 04:59:49.225000+00:00,2026-03-01 05:03:54.791000+00:00,user_00073,4.092766666666667,1,1,10,6,0.0,0.0,3.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-01 12:14:23.403000+00:00,2026-03-01 12:19:19.493000+00:00,user_00074,4.934833333333333,0,1,6,3,0.0,0.0,0.0,2.0,Chrome Mobile,Android,True,101.0.0,11,DE,Hesse
2026-03-03 22:04:34.876000+00:00,2026-03-03 22:09:15.369000+00:00,user_00074,4.674883333333333,0,2,5,3,0.0,0.0,0.0,2.0,MiuiBrowser,Android,True,14.22.1,10,RU,
2026-03-04 10:33:15.556000+00:00,2026-03-04 10:37:02.335000+00:00,user_00074,3.7796499999999997,1,3,7,3,0.0,0.0,1.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-04 10:46:05.950000+00:00,2026-03-04 10:46:05.950000+00:00,user_00074,0.0,1,4,1,0,0.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-04 10:56:16.930000+00:00,2026-03-04 10:59:51.209000+00:00,user_00074,3.5713166666666667,1,5,6,2,0.0,1.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-03 00:07:47.552000+00:00,2026-03-03 00:10:52.659000+00:00,user_00075,3.0851166666666665,1,1,4,0,0.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-03 02:10:30.227000+00:00,2026-03-03 02:13:36.123000+00:00,user_00076,3.0982666666666665,1,1,4,0,0.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-03 02:17:49.305000+00:00,2026-03-03 02:21:00.725000+00:00,user_00076,3.1903333333333332,1,2,6,2,0.0,0.0,0.0,1.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-03 12:40:45.097000+00:00,2026-03-03 12:52:05.296000+00:00,user_00077,11.336649999999999,1,1,14,10,2.0,0.0,1.0,2.0,Chrome Mobile,Android,True,145.0.0,10,RU,Primorye
2026-03-05 11:33:47.768000+00:00,2026-03-05 11:39:31.359000+00:00,user_00078,5.726516666666667,1,1,6,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.0,10,RU,Irkutsk Oblast
2026-03-05 11:42:22.347000+00:00,2026-03-05 11:42:22.347000+00:00,user_00078,0.0,1,2,1,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.0,10,RU,Irkutsk Oblast
2026-03-05 11:45:12.624000+00:00,2026-03-05 11:46:52.673000+00:00,user_00079,1.6674833333333334,1,1,5,2,0.0,0.0,1.0,0.0,Chrome Mobile,Android,True,145.0.0,10,RU,Primorye
2026-03-05 12:18:47.206000+00:00,2026-03-05 12:26:08.861000+00:00,user_00080,7.360916666666666,1,1,7,2,0.0,0.0,1.0,0.0,Yandex Browser,Android,True,26.30.1,16,RU,Primorye
2026-03-05 12:29:17.272000+00:00,2026-03-05 12:29:17.272000+00:00,user_00080,0.0,1,2,1,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,26.30.1,16,RU,Primorye
2026-03-05 12:31:25.542000+00:00,2026-03-05 12:37:58.705000+00:00,user_00081,6.552716666666667,1,1,13,8,4.0,0.0,0.0,0.0,Samsung Internet,Android,True,29.0,10,RU,Primorye
2026-03-06 03:56:25.323000+00:00,2026-03-06 04:03:21.767000+00:00,user_00081,6.940733333333333,0,2,6,0,0.0,0.0,0.0,0.0,Samsung Internet,Android,True,29.0,10,RU,Primorye
2026-03-06 11:23:00.784000+00:00,2026-03-06 11:29:19.195000+00:00,user_00081,6.30685,1,3,4,0,0.0,0.0,0.0,0.0,Samsung Internet,Android,True,29.0,10,RU,Primorye
2026-03-06 11:36:49.319000+00:00,2026-03-06 11:36:49.319000+00:00,user_00081,0.0,1,4,1,0,0.0,0.0,0.0,0.0,Samsung Internet,Android,True,29.0,10,RU,Primorye
2026-03-06 12:56:42.015000+00:00,2026-03-06 12:57:18.336000+00:00,user_00081,0.6053499999999999,1,5,3,0,0.0,0.0,0.0,0.0,Samsung Internet,Android,True,29.0,10,RU,Primorye
2026-03-06 09:35:10.265000+00:00,2026-03-06 09:40:06.573000+00:00,user_00082,4.938466666666667,1,1,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,26.3.0,15,RU,Primorye
2026-03-07 00:56:38.772000+00:00,2026-03-07 00:59:41.541000+00:00,user_00082,3.04615,1,2,7,2,1.0,0.0,0.0,0.0,Yandex Browser,Android,True,26.3.0,15,RU,Primorye
2026-03-07 01:05:06.099000+00:00,2026-03-07 01:08:18.999000+00:00,user_00082,3.2150000000000003,1,3,6,2,0.0,0.0,0.0,1.0,Yandex Browser,Android,True,26.3.0,15,RU,Primorye
2026-03-07 01:12:41.304000+00:00,2026-03-07 01:18:12.276000+00:00,user_00082,5.5161999999999995,1,4,5,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,26.3.0,15,RU,Primorye
2026-03-06 14:37:02.262000+00:00,2026-03-06 14:45:29.407000+00:00,user_00083,8.452416666666666,1,1,5,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,138.0.0,10,US,Primorye
2026-03-07 00:51:20.323000+00:00,2026-03-07 00:59:34.433000+00:00,user_00083,8.235166666666666,1,2,6,2,1.0,0.0,0.0,0.0,Chrome Mobile,Android,True,143.0.0,10,RU,Primorye
2026-03-06 09:45:45.953000+00:00,2026-03-06 09:47:39.075000+00:00,user_00084,1.8853666666666666,0,1,3,0,0.0,0.0,0.0,0.0,Mobile Safari,iOS,True,26.1,18.7,RU,Primorye
2026-03-06 09:51:45.456000+00:00,2026-03-06 10:03:41.635000+00:00,user_00085,11.936316666666666,1,1,12,4,0.0,0.0,1.0,1.0,MiuiBrowser,Android,True,14.51.0,14,RU,Irkutsk Oblast
2026-03-06 10:08:50.011000+00:00,2026-03-06 10:12:45.440000+00:00,user_00085,3.9238166666666667,1,2,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.12.8,14,RU,Irkutsk Oblast
2026-03-06 10:16:42.977000+00:00,2026-03-06 10:16:42.977000+00:00,user_00085,0.0,1,3,1,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.12.8,14,RU,Irkutsk Oblast
2026-03-06 10:18:35.458000+00:00,2026-03-06 10:22:39.129000+00:00,user_00085,4.061183333333333,1,4,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.12.8,14,RU,Irkutsk Oblast
2026-03-06 10:27:17.117000+00:00,2026-03-06 10:31:17.194000+00:00,user_00085,4.001283333333333,1,5,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.12.8,14,RU,Irkutsk Oblast
2026-03-06 10:35:59.528000+00:00,2026-03-06 10:39:50.174000+00:00,user_00085,3.8440999999999996,1,6,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.12.8,14,RU,Irkutsk Oblast
2026-03-07 09:47:00.624000+00:00,2026-03-07 09:50:59.007000+00:00,user_00085,3.97305,1,7,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.12.8,14,RU,Irkutsk Oblast
2026-03-07 09:54:57.009000+00:00,2026-03-07 09:58:51.363000+00:00,user_00085,3.9059000000000004,1,8,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.12.8,14,RU,Irkutsk Oblast
2026-03-06 10:37:16.417000+00:00,2026-03-06 10:42:01.141000+00:00,user_00086,4.7454,1,1,8,4,0.0,0.0,2.0,0.0,Yandex Browser,Android,True,25.126.1,12,RU,Primorye
2026-03-07 00:45:22.630000+00:00,2026-03-07 00:49:38.082000+00:00,user_00086,4.257533333333333,1,2,8,4,0.0,0.0,0.0,2.0,Yandex Browser,Android,True,25.126.1,12,RU,Primorye
2026-03-07 01:01:25.483000+00:00,2026-03-07 01:04:20.014000+00:00,user_00086,2.90885,1,3,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.126.1,12,RU,Primorye
2026-03-07 01:07:42.911000+00:00,2026-03-07 01:10:16.167000+00:00,user_00086,2.5542666666666665,1,4,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.126.1,12,RU,Primorye
2026-03-06 10:54:30.869000+00:00,2026-03-06 11:04:11.938000+00:00,user_00087,9.684483333333333,1,1,14,8,4.0,0.0,0.0,0.0,Chrome Mobile,Android,True,144.0.0,10,RU,Primorye
2026-03-07 01:50:21.594000+00:00,2026-03-07 02:00:50.869000+00:00,user_00087,10.487916666666667,1,2,11,4,1.0,0.0,0.0,1.0,Chrome Mobile,Android,True,144.0.0,10,RU,Primorye
2026-03-07 02:05:41.777000+00:00,2026-03-07 02:10:27.240000+00:00,user_00087,4.757716666666667,1,3,7,2,0.0,1.0,0.0,0.0,Chrome Mobile,Android,True,144.0.0,10,RU,Primorye
2026-03-06 10:55:06.325000+00:00,2026-03-06 11:01:52.184000+00:00,user_00088,6.764316666666667,1,1,16,12,3.0,0.0,3.0,0.0,Chrome Mobile,Android,True,145.0.7632,16,RU,Amur Oblast
2026-03-07 04:12:09.364000+00:00,2026-03-07 04:15:20.823000+00:00,user_00088,3.1909833333333335,1,2,4,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.7632,16,RU,Primorye
2026-03-07 04:18:32.735000+00:00,2026-03-07 04:22:08.650000+00:00,user_00088,3.598583333333333,1,3,5,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.7632,16,RU,Primorye
2026-03-07 04:25:30.856000+00:00,2026-03-07 04:25:30.856000+00:00,user_00088,0.0,1,4,1,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.7632,16,RU,Primorye
2026-03-06 12:51:21.212000+00:00,2026-03-06 13:10:52.291000+00:00,user_00089,19.517983333333333,0,1,11,5,0.0,0.0,0.0,3.0,MiuiBrowser,Android,True,14.51.0,16,RU,Primorye
2026-03-06 13:20:55.430000+00:00,2026-03-06 13:29:24.728000+00:00,user_00089,8.4883,1,2,14,7,1.0,0.0,2.0,0.0,Chrome Mobile,Android,True,145.0.0,10,RU,Primorye
2026-03-06 13:37:37.665000+00:00,2026-03-06 13:46:43.550000+00:00,user_00089,9.098083333333333,0,3,24,22,11.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.0,10,RU,Primorye
2026-03-07 11:46:04.972000+00:00,2026-03-07 11:50:31.816000+00:00,user_00089,4.4474,1,4,6,2,0.0,1.0,0.0,0.0,Chrome Mobile,Android,True,145.0.0,10,RU,Primorye
2026-03-06 14:43:30.827000+00:00,2026-03-06 14:56:21.758000+00:00,user_00090,12.84885,1,1,31,25,6.0,0.0,7.0,0.0,Mobile Safari,iOS,True,17.1.2,17.1.2,RU,Primorye
2026-03-07 00:13:04.279000+00:00,2026-03-07 00:17:28.044000+00:00,user_00091,4.396083333333333,1,1,8,4,2.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-07 00:28:57.316000+00:00,2026-03-07 00:32:02.558000+00:00,user_00091,3.0873666666666666,1,2,4,0,0.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-07 01:32:36.515000+00:00,2026-03-07 01:46:19.730000+00:00,user_00092,13.72025,1,1,11,4,1.0,0.0,0.0,1.0,Yandex Browser,Android,True,25.127.1,15,RU,Primorye
2026-03-07 01:49:34.986000+00:00,2026-03-07 01:55:18.824000+00:00,user_00092,5.7306333333333335,1,2,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.126.1,12,RU,Primorye
2026-03-07 00:55:25.068000+00:00,2026-03-07 01:02:56.749000+00:00,user_00093,7.528016666666667,1,1,6,0,0.0,0.0,0.0,0.0,Yandex Browser,Windows,False,25.12.0,10,RU,Moscow Oblast
2026-03-07 01:03:27.894000+00:00,2026-03-07 01:18:06.523000+00:00,user_00094,14.643816666666668,1,1,7,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.7632,13,RU,
2026-03-07 01:28:53.127000+00:00,2026-03-07 01:28:53.127000+00:00,user_00094,0.0,1,2,1,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.7632,13,RU,
2026-03-07 01:30:11.238000+00:00,2026-03-07 01:34:08.395000+00:00,user_00094,3.9526166666666667,1,3,7,2,1.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.7632,13,RU,
2026-03-07 01:06:22.670000+00:00,2026-03-07 01:13:49.132000+00:00,user_00095,7.441033333333333,1,1,7,2,1.0,0.0,0.0,0.0,Yandex Browser,Android,True,26.3.0,14,RU,Primorye
2026-03-07 01:22:42.139000+00:00,2026-03-07 01:26:05.875000+00:00,user_00095,3.3956,1,2,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,26.3.0,14,RU,Primorye
2026-03-07 01:41:08.441000+00:00,2026-03-07 01:49:24.623000+00:00,user_00096,8.2697,1,1,9,2,0.0,1.0,0.0,0.0,Yandex Browser,Android,True,26.3.0,14,RU,Primorye
2026-03-07 02:25:02.129000+00:00,2026-03-07 02:28:13.398000+00:00,user_00097,3.187816666666667,1,1,4,0,0.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-07 02:30:06.566000+00:00,2026-03-07 02:34:11.387000+00:00,user_00097,4.08035,1,2,2,0,0.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-07 02:30:37.069000+00:00,2026-03-07 02:36:49.662000+00:00,user_00098,6.209883333333334,0,1,11,8,0.0,0.0,4.0,0.0,Mobile Safari,iOS,True,26.2.1,18.7,NL,North Holland
2026-03-07 03:57:23.243000+00:00,2026-03-07 04:01:24.899000+00:00,user_00099,4.0276000000000005,1,1,6,2,0.0,0.0,0.0,1.0,Chrome Mobile,Android,True,145.0.7632,15,RU,Primorye
2026-03-07 04:13:39.160000+00:00,2026-03-07 04:16:42.607000+00:00,user_00100,3.0574500000000002,1,1,4,0,0.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-07 04:29:21.704000+00:00,2026-03-07 04:32:22.259000+00:00,user_00100,3.00925,1,2,8,4,0.0,1.0,0.0,1.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-07 04:17:05.720000+00:00,2026-03-07 04:20:43.684000+00:00,user_00101,3.6327333333333334,1,1,4,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.7632,13,RU,Primorye
2026-03-07 04:29:44.715000+00:00,2026-03-07 04:40:24.977000+00:00,user_00101,10.671033333333332,1,2,3,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,145.0.7632,16,RU,Primorye
2026-03-07 04:41:21.351000+00:00,2026-03-07 04:59:23.860000+00:00,user_00101,18.041816666666666,1,3,11,4,1.0,0.0,0.0,1.0,Chrome Mobile,Android,True,145.0.7632,16,RU,Primorye
2026-03-07 04:28:57.756000+00:00,2026-03-07 04:33:09.558000+00:00,user_00102,4.1967,1,1,8,4,2.0,0.0,0.0,0.0,Chrome Mobile WebView,Android,True,145.0.7632,15,RU,Primorye
2026-03-07 04:39:00.019000+00:00,2026-03-07 04:43:04.025000+00:00,user_00102,4.066766666666667,0,2,2,0,0.0,0.0,0.0,0.0,Chrome Mobile WebView,Android,True,145.0.7632,15,RU,Primorye
2026-03-07 04:41:33.720000+00:00,2026-03-07 04:51:18.578000+00:00,user_00103,9.747633333333333,1,1,31,26,12.0,0.0,0.0,1.0,Yandex Browser,Android,True,25.62.1,14,RU,Primorye
2026-03-07 04:55:29.847000+00:00,2026-03-07 05:01:29.778000+00:00,user_00103,5.99885,1,2,7,2,1.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.62.1,14,RU,Primorye
2026-03-07 04:42:36.573000+00:00,2026-03-07 04:45:18.852000+00:00,user_00104,2.70465,1,1,4,0,0.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-07 04:58:16.094000+00:00,2026-03-07 05:00:59.752000+00:00,user_00104,2.727633333333333,1,2,5,0,0.0,0.0,0.0,0.0,Edge,Windows,False,145.0.0,10,RU,Moscow Oblast
2026-03-07 04:43:53.262000+00:00,2026-03-07 04:47:33.276000+00:00,user_00105,3.6669,1,1,13,8,3.0,0.0,1.0,0.0,Yandex Browser,Android,True,26.30.1,15,RU,Primorye
2026-03-07 04:53:53.093000+00:00,2026-03-07 04:56:32.335000+00:00,user_00105,2.654033333333333,1,2,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,26.30.1,15,RU,Primorye
2026-03-07 04:56:52.079000+00:00,2026-03-07 05:01:21.719000+00:00,user_00106,4.494,1,1,4,0,0.0,0.0,0.0,0.0,Mobile Safari,iOS,True,16.3.1,16.3.1,RU,Primorye
